months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,offer,internet_type
16,0,47,1,1,0,0,1,Month-to-Month,0,76.0199005,2,0,offer_Offer D,internet_type_DSL
28,0,28,0,1,1,0,1,Two-Year,0,75.07462687,3,0,offer_Offer B,internet_type_DSL
25,1,13,0,0,0,0,0,Month-to-Month,0,51.69154229,4,0,offer_Offer D,internet_type_DSL
28,0,0,0,0,0,0,0,Month-to-Month,0,21.5920398,4,0,offer_Offer E,internet_type_None
4,0,48,0,0,0,0,1,One-Year,1,26.06965174,3,0,offer_Offer E,None
22,0,0,0,0,0,0,0,Month-to-Month,1,21.29353234,3,0,offer_Offer D,internet_type_None
6,1,0,0,0,0,0,0,Two-Year,0,26.76616915,4,0,None,internet_type_None
8,1,22,0,1,1,0,0,Two-Year,1,105.0746269,3,0,None,internet_type_Fiber Optic
29,0,25,0,1,1,0,1,Two-Year,1,58.30845771,2,0,None,None
12,0,0,0,0,0,0,0,One-Year,1,22.53731343,4,0,offer_Offer C,internet_type_None
2,1,0,0,0,0,0,0,Two-Year,1,26.16915423,2,0,offer_Offer B,internet_type_None
40,0,26,1,1,1,0,1,Month-to-Month,0,61.19402985,2,0,offer_Offer B,None
51,1,69,1,0,1,1,0,Two-Year,1,84.72636816,2,0,None,None
5,1,16,0,0,0,1,1,Month-to-Month,1,80.99502488,2,0,offer_Offer D,internet_type_Fiber Optic
43,1,0,0,0,0,0,0,Two-Year,0,26.16915423,2,0,None,internet_type_None
33,0,0,0,0,0,0,0,One-Year,0,20.94527363,2,0,offer_Offer C,internet_type_None
65,0,19,1,0,0,0,1,Month-to-Month,0,31.49253731,2,0,None,None
20,0,29,0,0,0,0,1,Month-to-Month,0,47.11442786,3,0,None,internet_type_DSL
49,0,6,0,1,0,0,1,Month-to-Month,1,31.74129353,3,0,None,internet_type_DSL
27,0,16,1,1,1,1,0,Two-Year,1,67.1641791,2,0,None,internet_type_DSL
36,1,3,1,1,0,1,1,Two-Year,0,75.52238806,3,0,None,internet_type_DSL
61,0,0,0,0,0,0,0,Two-Year,0,21.44278607,2,0,offer_Offer D,internet_type_None
9,0,22,0,0,0,1,1,Month-to-Month,1,51.09452736,4,0,None,internet_type_DSL
22,0,59,1,0,1,0,1,Two-Year,1,45.5721393,2,0,None,internet_type_DSL
24,1,21,0,1,1,1,1,Month-to-Month,1,112.4378109,3,0,None,internet_type_Fiber Optic
55,0,0,0,0,0,0,0,Month-to-Month,0,22.33830846,2,0,offer_Offer C,internet_type_None
22,0,0,0,0,0,0,0,Two-Year,0,21.39303483,4,0,None,internet_type_None
49,1,41,1,1,1,1,1,One-Year,0,117.0646766,2,0,None,internet_type_Fiber Optic
38,1,22,0,1,1,1,1,Two-Year,0,90.04975124,3,0,None,internet_type_DSL
20,0,0,0,0,0,0,0,Month-to-Month,0,21.84079602,3,0,offer_Offer D,internet_type_None
36,1,27,0,0,0,1,1,Month-to-Month,0,66.51741294,4,0,offer_Offer C,None
4,0,17,0,1,0,1,1,One-Year,0,37.11442786,3,0,None,None
32,0,0,0,0,0,0,0,Two-Year,0,21.44278607,2,0,None,internet_type_None
54,0,0,0,0,0,0,0,Two-Year,1,21.5920398,4,0,None,internet_type_None
58,1,30,1,0,0,0,1,One-Year,0,83.28358209,3,0,offer_Offer D,internet_type_Fiber Optic
38,0,57,1,1,1,1,0,Two-Year,0,110.5970149,2,0,None,internet_type_Fiber Optic
16,1,0,0,0,0,0,0,Two-Year,0,27.11442786,4,0,None,internet_type_None
35,0,20,0,0,0,0,1,Month-to-Month,1,71.29353234,3,0,None,internet_type_Fiber Optic
59,0,0,0,0,0,0,0,One-Year,1,21.74129353,4,0,offer_Offer D,internet_type_None
34,0,73,1,1,1,1,1,Two-Year,1,111.1940299,3,0,None,internet_type_Fiber Optic
33,0,53,1,0,0,0,1,Month-to-Month,1,51.89054726,2,0,None,internet_type_DSL
44,0,16,0,1,0,1,1,Month-to-Month,1,102.8358209,2,0,None,internet_type_Fiber Optic
3,1,6,0,1,0,0,0,Month-to-Month,1,90.54726368,4,0,offer_Offer D,internet_type_Fiber Optic
54,0,0,0,0,0,0,0,Month-to-Month,1,21.14427861,3,0,None,internet_type_None
52,0,24,0,0,0,0,1,Month-to-Month,0,80.24875622,2,0,offer_Offer D,internet_type_Fiber Optic
9,0,0,0,0,0,0,0,One-Year,1,21.04477612,3,0,offer_Offer D,internet_type_None
64,1,23,0,1,0,1,1,Month-to-Month,0,98.15920398,3,0,offer_Offer D,internet_type_Fiber Optic
36,0,0,0,0,0,0,0,One-Year,0,22.3880597,2,0,offer_Offer D,internet_type_None
58,0,0,0,0,0,0,0,One-Year,0,21.54228856,4,0,offer_Offer D,internet_type_None
30,0,3,1,1,0,1,1,Month-to-Month,1,105.920398,2,0,offer_Offer D,internet_type_Fiber Optic
2,1,6,0,0,0,1,1,Month-to-Month,0,81.49253731,4,0,offer_Offer C,internet_type_Fiber Optic
4,0,10,0,0,0,0,1,Month-to-Month,0,46.76616915,2,0,None,internet_type_DSL
52,1,24,0,0,0,0,1,Month-to-Month,1,74.62686567,4,0,offer_Offer C,internet_type_Fiber Optic
53,1,24,1,0,0,1,1,Month-to-Month,1,106.6666667,2,0,None,internet_type_Fiber Optic
48,0,28,0,0,0,0,0,Month-to-Month,1,47.26368159,4,0,offer_Offer D,internet_type_DSL
7,1,69,0,1,0,0,1,Month-to-Month,1,81.39303483,3,0,offer_Offer D,internet_type_Fiber Optic
43,0,27,1,0,1,0,1,One-Year,1,56.0199005,3,0,offer_Offer A,None
36,1,19,1,0,1,1,1,Two-Year,0,86.11940299,3,0,offer_Offer A,internet_type_DSL
29,1,11,0,0,0,0,1,Month-to-Month,1,77.31343284,4,0,offer_Offer E,internet_type_Fiber Optic
46,0,13,1,0,0,0,1,Month-to-Month,1,50.39800995,2,0,offer_Offer C,internet_type_DSL
30,0,11,0,0,1,1,0,Month-to-Month,1,36.86567164,2,0,offer_Offer D,internet_type_DSL
15,0,18,0,1,1,0,1,Two-Year,0,55.87064677,2,0,None,None
42,0,17,1,0,0,1,1,Month-to-Month,0,67.81094527,2,0,offer_Offer C,internet_type_DSL
3,0,0,0,0,0,0,0,Two-Year,1,22.63681592,3,0,offer_Offer A,internet_type_None
36,0,9,0,0,1,0,1,Month-to-Month,0,76.8159204,4,0,offer_Offer E,internet_type_Fiber Optic
19,0,29,0,0,1,0,1,One-Year,1,51.04477612,2,0,None,internet_type_DSL
21,0,0,0,0,0,0,0,One-Year,0,21.19402985,4,0,None,internet_type_None
39,0,53,0,0,1,0,1,Month-to-Month,1,93.53233831,4,0,None,internet_type_Fiber Optic
15,0,0,0,0,0,0,0,Two-Year,0,21.5920398,2,0,offer_Offer E,internet_type_None
16,1,30,1,0,1,1,1,One-Year,1,101.5920398,2,0,offer_Offer A,internet_type_Fiber Optic
46,1,47,0,1,0,1,1,Month-to-Month,0,97.06467662,4,0,None,internet_type_Fiber Optic
22,1,11,0,1,1,0,0,Two-Year,1,94.52736318,3,0,offer_Offer A,internet_type_Fiber Optic
58,0,16,1,1,0,1,1,Two-Year,1,71.19402985,3,0,None,internet_type_DSL
33,0,0,0,0,0,0,0,One-Year,0,21.54228856,2,0,None,internet_type_None
53,0,48,1,1,0,1,1,Month-to-Month,1,72.8358209,3,0,None,internet_type_DSL
0,0,0,0,0,0,0,0,One-Year,0,22.48756219,3,0,None,internet_type_None
21,0,26,0,0,0,1,1,Month-to-Month,1,42.23880597,4,0,offer_Offer C,None
63,0,0,0,0,0,0,0,Month-to-Month,0,22.08955224,3,0,offer_Offer E,internet_type_None
18,0,0,0,0,0,0,0,Two-Year,0,21.49253731,4,0,None,internet_type_None
19,0,57,0,0,0,0,1,Month-to-Month,1,55.97014925,3,0,offer_Offer E,internet_type_DSL
18,0,0,0,0,0,0,0,Month-to-Month,0,22.18905473,3,0,offer_Offer E,internet_type_None
57,1,13,0,0,0,1,1,Two-Year,1,67.66169154,2,0,None,internet_type_DSL
9,1,7,1,1,0,1,1,One-Year,1,91.24378109,2,0,None,internet_type_Fiber Optic
44,0,5,0,0,0,0,1,One-Year,0,46.66666667,2,0,None,internet_type_DSL
55,1,59,1,1,1,1,1,Two-Year,0,88.25870647,3,0,offer_Offer A,internet_type_DSL
17,1,23,1,1,1,1,0,Month-to-Month,1,98.10945274,2,0,offer_Offer C,internet_type_Fiber Optic
26,1,59,1,1,1,1,1,Month-to-Month,1,107.960199,2,0,None,internet_type_Fiber Optic
19,1,85,1,0,1,1,1,Two-Year,1,111.4427861,2,0,offer_Offer A,internet_type_Fiber Optic
44,0,69,1,0,0,0,1,One-Year,1,84.27860697,2,0,offer_Offer C,internet_type_Fiber Optic
38,0,0,0,0,0,0,0,Two-Year,0,21.84079602,3,0,None,internet_type_None
36,0,59,0,0,1,0,1,Month-to-Month,1,60.99502488,2,0,None,internet_type_DSL
3,0,18,0,1,0,0,1,Month-to-Month,1,60.14925373,3,0,None,None
47,0,2,0,0,1,0,0,Month-to-Month,0,51.29353234,4,0,None,None
24,0,30,1,1,1,1,1,Two-Year,0,67.36318408,2,0,offer_Offer A,None
42,1,41,0,0,0,0,1,Month-to-Month,1,74.97512438,2,0,None,internet_type_Fiber Optic
59,1,41,1,1,1,1,1,Two-Year,0,114.9253731,3,0,offer_Offer A,internet_type_Fiber Optic
13,0,41,1,1,1,1,1,Two-Year,0,67.1641791,3,0,None,None
34,0,73,1,0,1,1,0,Two-Year,1,62.88557214,2,0,offer_Offer A,internet_type_DSL
20,1,13,0,0,1,1,1,Month-to-Month,1,87.31343284,2,0,None,internet_type_Fiber Optic
13,0,6,0,0,0,1,1,Month-to-Month,1,77.11442786,4,0,None,internet_type_Fiber Optic
63,1,47,0,1,1,0,1,One-Year,0,72.3880597,3,0,offer_Offer C,internet_type_DSL
59,0,30,0,1,0,0,1,Month-to-Month,0,51.44278607,2,0,offer_Offer C,internet_type_DSL
58,0,0,0,0,0,0,0,Two-Year,0,21.84079602,2,0,offer_Offer C,internet_type_None
36,1,13,1,1,1,1,1,Month-to-Month,1,104.3781095,3,0,None,internet_type_Fiber Optic
58,0,19,0,0,0,0,1,Month-to-Month,1,83.33333333,2,0,None,internet_type_Fiber Optic
50,1,26,1,0,0,0,1,One-Year,1,67.71144279,2,0,offer_Offer A,internet_type_DSL
17,0,0,0,0,0,0,0,Month-to-Month,0,21.49253731,2,0,None,internet_type_None
23,1,0,0,0,0,0,0,Two-Year,0,26.66666667,4,0,None,internet_type_None
42,0,2,0,0,0,0,1,Month-to-Month,1,90.64676617,4,0,None,internet_type_Fiber Optic
34,0,0,0,0,0,0,0,Month-to-Month,1,20.99502488,2,0,None,internet_type_None
54,1,26,1,1,1,1,1,One-Year,1,105.8706468,2,0,offer_Offer A,internet_type_Fiber Optic
27,0,23,1,1,1,1,1,One-Year,1,88.60696517,2,0,None,internet_type_DSL
64,1,0,0,0,0,0,0,One-Year,1,27.41293532,3,0,offer_Offer A,internet_type_None
9,1,10,0,0,0,0,0,Month-to-Month,0,87.6119403,4,0,None,internet_type_Fiber Optic
8,0,48,0,0,0,1,1,Month-to-Month,1,31.79104478,3,0,offer_Offer C,internet_type_DSL
1,1,20,1,1,1,0,1,Two-Year,1,100.6965174,3,0,None,internet_type_Fiber Optic
60,0,0,0,0,0,0,0,Two-Year,1,20.94527363,3,0,None,internet_type_None
38,0,0,0,0,0,0,0,Month-to-Month,0,21.84079602,2,0,None,internet_type_None
12,0,0,0,0,0,0,0,Month-to-Month,0,22.08955224,4,0,None,internet_type_None
26,1,0,0,0,0,0,0,Two-Year,1,27.36318408,4,0,offer_Offer B,internet_type_None
47,0,27,0,0,0,1,1,One-Year,1,95.77114428,4,0,None,internet_type_Fiber Optic
67,0,15,1,1,0,0,1,One-Year,0,57.66169154,2,0,None,None
46,0,30,1,1,0,1,1,Two-Year,0,69.75124378,2,0,None,None
29,1,0,0,0,0,0,0,Two-Year,0,26.46766169,4,0,offer_Offer A,internet_type_None
3,1,3,0,0,0,0,1,Month-to-Month,1,77.71144279,4,0,None,internet_type_Fiber Optic
6,0,4,0,1,0,0,1,Month-to-Month,0,75.82089552,3,0,None,internet_type_Fiber Optic
11,0,27,0,1,0,1,0,Month-to-Month,0,55.72139303,3,0,None,None
35,0,0,0,0,0,0,0,Month-to-Month,0,21.19402985,4,0,None,internet_type_None
3,0,52,1,1,0,0,1,Month-to-Month,1,36.61691542,2,0,None,None
19,1,17,1,0,0,0,1,Month-to-Month,1,55.2238806,3,0,offer_Offer E,None
2,1,48,1,0,1,0,1,One-Year,0,105.3233831,2,0,offer_Offer B,internet_type_Fiber Optic
56,0,24,1,1,0,1,1,Two-Year,1,71.84079602,2,0,offer_Offer B,None
15,0,29,1,0,1,0,1,One-Year,0,66.3681592,3,0,None,internet_type_DSL
45,0,0,0,0,0,0,0,Month-to-Month,0,21.39303483,2,0,offer_Offer E,internet_type_None
22,0,4,0,0,0,0,1,Month-to-Month,0,47.51243781,2,0,None,internet_type_DSL
9,0,0,0,0,0,0,0,Two-Year,0,21.74129353,2,0,offer_Offer B,internet_type_None
19,0,19,0,0,0,0,1,Month-to-Month,0,46.41791045,4,0,offer_Offer E,internet_type_DSL
15,0,0,0,0,0,0,0,One-Year,0,22.08955224,2,0,None,internet_type_None
63,0,19,1,0,0,1,1,Month-to-Month,0,47.41293532,3,0,None,internet_type_DSL
65,1,20,0,1,1,1,1,One-Year,1,110.2487562,3,0,offer_Offer B,internet_type_Fiber Optic
51,0,28,1,1,1,1,0,Two-Year,0,65.87064677,2,0,offer_Offer A,internet_type_DSL
24,1,26,1,1,1,1,1,Two-Year,1,92.18905473,3,0,offer_Offer A,internet_type_DSL
11,1,0,0,0,0,0,0,One-Year,0,26.66666667,4,0,offer_Offer D,internet_type_None
7,1,4,1,1,0,0,1,Two-Year,1,86.11940299,2,0,offer_Offer A,internet_type_Fiber Optic
65,0,71,1,0,1,1,1,One-Year,1,72.28855721,3,0,offer_Offer B,internet_type_DSL
55,1,24,0,1,0,0,0,Month-to-Month,0,55.87064677,4,0,offer_Offer E,internet_type_DSL
39,1,51,1,1,1,1,1,Two-Year,1,92.48756219,3,0,offer_Offer D,None
20,0,0,0,0,0,0,0,Two-Year,0,21.69154229,2,0,offer_Offer B,internet_type_None
26,1,0,0,0,0,0,0,Two-Year,0,28.15920398,3,0,offer_Offer A,internet_type_None
23,0,22,1,1,1,1,1,Two-Year,1,76.56716418,2,0,offer_Offer A,None
65,1,24,0,1,1,1,0,Two-Year,1,111.4427861,3,0,offer_Offer A,internet_type_Fiber Optic
14,1,82,0,1,1,1,1,One-Year,1,112.7860697,3,0,offer_Offer B,internet_type_Fiber Optic
52,1,19,0,1,1,0,1,One-Year,1,107.8109453,4,0,offer_Offer A,internet_type_Fiber Optic
55,0,0,0,0,0,0,0,One-Year,1,21.64179104,3,0,None,internet_type_None
15,1,57,1,1,0,1,1,Two-Year,1,112.3880597,3,0,offer_Offer B,internet_type_Fiber Optic
37,0,17,0,0,0,1,1,Month-to-Month,0,72.18905473,2,0,offer_Offer E,None
56,1,30,1,1,1,0,0,Month-to-Month,0,92.58706468,2,0,None,internet_type_Fiber Optic
52,0,30,1,1,1,1,1,Two-Year,0,67.11442786,3,0,None,None
21,0,69,1,1,0,1,1,Month-to-Month,0,60.99502488,2,0,offer_Offer D,internet_type_DSL
58,1,22,1,1,0,1,1,Two-Year,1,111.2437811,3,0,offer_Offer A,internet_type_Fiber Optic
37,0,82,1,1,1,0,1,Two-Year,0,40.14925373,3,0,offer_Offer A,internet_type_DSL
29,1,0,0,0,0,0,0,Month-to-Month,1,26.21890547,2,0,offer_Offer D,internet_type_None
12,0,0,0,0,0,0,0,One-Year,1,21.44278607,4,0,offer_Offer E,internet_type_None
17,0,0,0,0,0,0,0,Month-to-Month,0,22.33830846,2,0,offer_Offer E,internet_type_None
2,0,25,1,0,1,1,1,One-Year,0,59.55223881,2,0,None,internet_type_DSL
39,1,28,1,1,1,0,1,Month-to-Month,1,67.01492537,2,0,offer_Offer E,internet_type_DSL
16,1,0,0,0,0,0,0,Two-Year,0,27.1641791,3,0,offer_Offer B,internet_type_None
6,1,12,0,1,1,0,0,One-Year,1,105.7711443,4,0,offer_Offer A,internet_type_Fiber Optic
51,0,0,0,0,0,0,0,Month-to-Month,1,22.88557214,3,0,offer_Offer D,internet_type_None
36,1,48,0,0,0,0,1,Month-to-Month,0,97.56218905,4,0,None,internet_type_Fiber Optic
34,0,26,0,0,0,0,1,Month-to-Month,1,46.0199005,3,0,offer_Offer E,internet_type_DSL
67,1,23,0,0,1,1,1,Two-Year,0,95.72139303,3,0,offer_Offer B,internet_type_Fiber Optic
40,0,0,0,0,0,0,0,Month-to-Month,0,22.039801,3,0,offer_Offer E,internet_type_None
44,1,76,1,0,1,0,1,One-Year,0,107.0646766,3,0,offer_Offer B,internet_type_Fiber Optic
36,1,6,1,0,0,0,0,Month-to-Month,1,82.58706468,3,0,offer_Offer E,internet_type_Fiber Optic
51,0,15,0,1,0,1,1,One-Year,1,90.94527363,2,0,offer_Offer B,internet_type_Fiber Optic
40,0,42,0,1,1,0,1,Month-to-Month,1,56.31840796,3,0,None,None
25,0,59,0,1,0,1,1,One-Year,1,55.32338308,2,0,None,None
23,0,17,0,1,1,1,1,One-Year,0,107.0646766,2,0,None,internet_type_Fiber Optic
29,0,26,0,1,0,1,0,One-Year,1,65.72139303,2,0,offer_Offer B,None
5,0,2,0,0,0,1,1,One-Year,1,89.10447761,2,0,offer_Offer D,internet_type_Fiber Optic
21,1,8,0,0,1,0,1,Month-to-Month,1,90.69651741,2,0,offer_Offer B,internet_type_Fiber Optic
31,0,0,0,0,0,0,0,Two-Year,1,21.89054726,2,0,None,internet_type_None
5,0,0,0,0,0,0,0,Two-Year,1,21.79104478,3,0,offer_Offer D,internet_type_None
20,0,71,1,1,1,1,1,Two-Year,0,68.70646766,2,0,None,None
46,1,8,0,0,0,0,1,Month-to-Month,0,95.92039801,4,0,offer_Offer D,internet_type_Fiber Optic
7,1,75,1,1,1,1,1,Two-Year,0,116.0199005,2,0,None,internet_type_Fiber Optic
57,1,59,0,0,0,0,1,Month-to-Month,1,77.51243781,4,0,None,internet_type_Fiber Optic
52,1,85,1,0,0,0,1,Month-to-Month,1,92.039801,3,0,None,internet_type_Fiber Optic
57,1,9,1,0,0,1,0,One-Year,0,70.19900498,2,0,offer_Offer B,internet_type_DSL
14,1,15,0,1,0,0,1,One-Year,1,90.29850746,4,0,None,internet_type_Fiber Optic
24,0,76,1,0,1,1,1,One-Year,1,60.29850746,3,0,None,internet_type_DSL
12,1,53,1,0,1,1,1,Two-Year,0,88.30845771,2,0,None,internet_type_DSL
57,0,25,0,1,0,0,0,Month-to-Month,1,61.19402985,2,0,offer_Offer D,internet_type_DSL
10,0,17,0,0,0,0,1,Month-to-Month,0,67.91044776,4,0,offer_Offer D,internet_type_DSL
54,0,0,0,0,0,0,0,Two-Year,0,21.89054726,3,0,None,internet_type_None
24,0,15,1,0,1,1,1,One-Year,0,58.45771144,3,0,offer_Offer B,internet_type_DSL
20,1,11,1,0,1,1,1,Month-to-Month,1,110.8955224,2,0,offer_Offer B,internet_type_Fiber Optic
45,1,0,0,0,0,0,0,Two-Year,0,26.86567164,2,0,None,internet_type_None
8,1,18,0,0,1,1,0,One-Year,1,80.59701493,4,0,None,None
67,1,27,1,1,0,1,1,Two-Year,0,68.25870647,2,0,None,None
52,0,26,0,0,0,1,1,Month-to-Month,0,50.39800995,2,0,offer_Offer D,None
62,0,27,0,1,1,1,1,Two-Year,1,82.13930348,4,0,None,None
4,0,0,0,0,0,0,0,Month-to-Month,0,22.28855721,3,0,offer_Offer E,internet_type_None
36,1,7,1,1,1,1,1,One-Year,1,116.3681592,3,0,offer_Offer B,internet_type_Fiber Optic
66,0,19,1,1,0,1,1,Two-Year,0,61.24378109,3,0,offer_Offer A,None
61,1,15,0,1,1,0,0,One-Year,0,87.86069652,4,0,offer_Offer A,internet_type_Fiber Optic
64,0,18,0,0,1,1,1,One-Year,0,35.37313433,2,0,offer_Offer B,internet_type_DSL
2,1,48,1,0,0,0,1,One-Year,0,81.54228856,3,0,None,internet_type_Fiber Optic
15,1,17,1,1,1,1,1,Two-Year,1,105.3731343,2,0,offer_Offer B,internet_type_Fiber Optic
15,0,24,1,0,1,1,1,One-Year,1,42.73631841,3,0,None,internet_type_DSL
48,0,0,0,0,0,0,0,Two-Year,1,22.08955224,2,0,None,internet_type_None
3,0,22,0,1,0,1,1,Month-to-Month,1,67.01492537,4,0,offer_Offer D,internet_type_DSL
17,0,25,1,1,1,0,1,Month-to-Month,1,42.08955224,2,0,None,internet_type_DSL
47,0,27,1,0,1,1,1,Two-Year,1,80.24875622,3,0,None,internet_type_DSL
0,0,59,0,0,0,0,1,Month-to-Month,1,91.49253731,2,0,None,internet_type_Fiber Optic
38,0,22,1,0,1,1,1,Two-Year,1,83.88059701,2,0,offer_Offer A,internet_type_DSL
17,0,0,0,0,0,0,0,Two-Year,0,21.99004975,2,0,None,internet_type_None
63,1,17,1,1,0,1,1,Month-to-Month,0,67.76119403,2,0,None,internet_type_DSL
43,0,14,0,0,0,0,1,Month-to-Month,0,91.09452736,3,0,None,internet_type_Fiber Optic
42,0,46,1,1,1,1,1,Two-Year,0,66.06965174,2,0,offer_Offer A,None
62,1,59,0,1,1,0,1,One-Year,1,95.02487562,2,0,None,internet_type_Fiber Optic
43,0,59,1,1,1,1,1,Two-Year,0,75.07462687,3,0,None,internet_type_DSL
31,0,27,1,1,0,1,0,Two-Year,0,62.98507463,2,0,None,None
63,0,5,1,1,0,1,1,One-Year,1,107.7114428,3,0,offer_Offer A,internet_type_Fiber Optic
59,0,48,0,1,1,1,1,Month-to-Month,0,83.33333333,3,0,None,None
13,1,30,0,1,1,0,1,One-Year,1,106.5174129,3,0,None,internet_type_Fiber Optic
65,1,85,0,0,0,1,1,One-Year,0,56.16915423,2,0,None,None
37,0,0,0,0,0,0,0,One-Year,0,22.28855721,2,0,None,internet_type_None
43,0,0,0,0,0,0,0,Two-Year,0,21.44278607,2,0,None,internet_type_None
3,1,13,1,1,0,1,0,One-Year,1,67.56218905,3,0,None,None
9,0,59,1,1,1,1,1,Two-Year,1,55.62189055,3,0,None,None
58,0,5,1,1,0,1,1,One-Year,1,60.44776119,3,0,None,None
45,0,21,1,0,0,1,1,One-Year,1,98.25870647,2,0,None,internet_type_Fiber Optic
66,0,0,0,0,0,0,0,Month-to-Month,0,20.84577114,3,0,None,internet_type_None
24,0,4,0,0,0,1,1,Month-to-Month,0,51.5920398,2,0,offer_Offer D,internet_type_DSL
44,0,27,1,0,0,1,1,Two-Year,0,47.01492537,3,0,None,internet_type_DSL
58,1,19,0,0,0,0,0,Month-to-Month,0,86.86567164,2,0,None,internet_type_Fiber Optic
51,1,13,1,1,1,0,1,One-Year,0,85.52238806,2,0,None,internet_type_DSL
37,0,52,1,1,1,1,1,Two-Year,0,67.76119403,3,0,None,internet_type_DSL
5,0,52,1,1,1,1,1,Two-Year,1,78.35820896,2,0,offer_Offer A,internet_type_DSL
14,1,11,1,1,1,0,1,Two-Year,1,76.06965174,2,0,offer_Offer A,internet_type_DSL
12,1,3,1,1,1,1,1,Two-Year,1,118.2089552,2,0,offer_Offer A,internet_type_Fiber Optic
29,0,18,1,0,0,0,1,One-Year,1,42.28855721,2,0,None,internet_type_DSL
58,1,27,1,1,1,1,0,Two-Year,1,115.6218905,3,0,offer_Offer A,internet_type_Fiber Optic
3,1,57,1,1,0,0,1,Two-Year,0,71.19402985,2,0,None,internet_type_DSL
39,0,76,0,0,1,1,1,Month-to-Month,1,100,2,0,None,internet_type_Fiber Optic
7,0,52,0,0,1,0,1,Month-to-Month,0,63.1840796,3,0,offer_Offer D,internet_type_DSL
64,0,19,0,0,0,0,1,Month-to-Month,1,90.74626866,2,0,None,internet_type_Fiber Optic
32,1,46,1,0,0,1,1,Month-to-Month,1,96.76616915,2,0,None,internet_type_Fiber Optic
67,0,51,1,0,1,0,1,One-Year,0,37.06467662,2,0,None,internet_type_DSL
57,0,0,0,0,0,0,0,Two-Year,0,21.69154229,3,0,None,internet_type_None
4,0,0,0,0,0,0,0,Month-to-Month,0,20.99502488,4,0,offer_Offer D,internet_type_None
9,0,0,0,0,0,0,0,One-Year,1,22.13930348,2,0,None,internet_type_None
46,1,0,0,0,0,0,0,Two-Year,0,26.46766169,4,0,None,internet_type_None
27,1,0,0,0,0,0,0,Two-Year,0,27.06467662,2,0,offer_Offer A,internet_type_None
0,0,0,0,0,0,0,0,Two-Year,0,21.74129353,2,0,None,internet_type_None
53,0,16,1,0,0,0,1,Two-Year,1,61.29353234,2,0,offer_Offer A,internet_type_DSL
42,1,69,1,1,0,1,0,Two-Year,1,83.93034826,2,0,offer_Offer B,internet_type_DSL
8,0,0,0,0,0,0,0,Month-to-Month,0,22.08955224,4,0,None,internet_type_None
29,1,12,0,0,1,0,1,Month-to-Month,1,92.18905473,2,0,offer_Offer D,internet_type_Fiber Optic
0,0,8,0,1,1,1,1,Two-Year,1,106.5671642,4,0,offer_Offer A,internet_type_Fiber Optic
23,1,0,0,0,0,0,0,One-Year,0,25.47263682,3,0,offer_Offer D,internet_type_None
18,0,2,0,0,0,1,0,Month-to-Month,1,62.8358209,2,0,None,internet_type_DSL
40,1,69,1,0,1,1,1,Two-Year,0,77.26368159,2,0,offer_Offer B,internet_type_DSL
42,1,11,1,0,0,0,1,One-Year,1,99.35323383,2,0,offer_Offer B,internet_type_Fiber Optic
28,0,41,1,1,0,1,1,One-Year,1,53.58208955,2,0,offer_Offer B,None
20,1,19,0,0,0,1,1,Month-to-Month,1,65.92039801,3,0,None,None
39,0,22,0,0,0,0,1,Month-to-Month,1,47.41293532,2,0,None,None
16,0,22,0,0,0,1,1,Month-to-Month,0,32.18905473,3,0,None,None
62,0,13,0,0,0,0,0,Month-to-Month,0,70.64676617,3,0,offer_Offer B,internet_type_Fiber Optic
62,0,48,0,0,0,1,1,One-Year,1,50.84577114,2,0,None,None
13,0,16,0,1,1,1,1,Two-Year,0,40.99502488,4,0,offer_Offer B,internet_type_DSL
41,1,51,0,1,0,1,1,Month-to-Month,1,106.4179104,2,0,offer_Offer B,internet_type_Fiber Optic
13,0,0,0,0,0,0,0,One-Year,1,21.84079602,3,0,None,internet_type_None
25,0,0,0,0,0,0,0,Month-to-Month,0,21.49253731,3,0,None,internet_type_None
39,0,0,0,0,0,0,0,One-Year,0,21.49253731,3,0,offer_Offer B,internet_type_None
56,0,19,0,0,0,0,0,Month-to-Month,1,71.89054726,3,0,None,internet_type_Fiber Optic
28,0,0,0,0,0,0,0,Two-Year,0,22.18905473,2,0,None,internet_type_None
32,0,0,0,0,0,0,0,Two-Year,0,22.08955224,2,0,None,internet_type_None
28,1,12,0,1,1,1,1,Month-to-Month,1,87.6119403,2,0,offer_Offer B,internet_type_DSL
60,0,59,1,1,1,0,1,One-Year,1,97.01492537,2,0,offer_Offer B,internet_type_Fiber Optic
21,1,16,1,1,0,0,1,One-Year,1,105.1243781,3,0,offer_Offer C,internet_type_Fiber Optic
10,1,69,1,0,0,0,1,Two-Year,1,98.55721393,2,0,offer_Offer A,internet_type_Fiber Optic
7,0,27,1,1,1,1,0,Two-Year,0,65.07462687,2,0,offer_Offer B,internet_type_DSL
21,1,0,0,0,0,0,0,Two-Year,0,26.66666667,4,0,offer_Offer B,internet_type_None
26,0,11,1,0,1,0,1,Two-Year,1,100.3482587,3,0,offer_Offer B,internet_type_Fiber Optic
27,0,16,0,0,1,0,1,Month-to-Month,1,95.37313433,2,0,None,internet_type_Fiber Optic
65,1,20,0,0,0,0,1,Month-to-Month,1,51.89054726,2,0,None,internet_type_DSL
